,epoch-10
adjunct_island,0.649
anaphor_gender_agreement,0.681
anaphor_number_agreement,0.754
animate_subject_passive,0.477
animate_subject_trans,0.6980392156862745
causative,0.631198347107438
complex_NP_island,0.455
coordinate_structure_constraint_complex_left_branch,0.394
coordinate_structure_constraint_object_extraction,0.1794871794871795
determiner_noun_agreement_1,0.693
determiner_noun_agreement_irregular_1,0.669
determiner_noun_agreement_with_adj_irregular_1,0.645
determiner_noun_agreement_with_adjective_1,0.733
distractor_agreement_relational_noun,0.40096618357487923
distractor_agreement_relative_clause,0.4263005780346821
drop_argument,0.5552825552825553
ellipsis_n_bar_1,0.491
ellipsis_n_bar_2,0.8287461773700305
existential_there_object_raising,0.505664263645726
existential_there_quantifiers_1,0.7237569060773481
existential_there_quantifiers_2,0.647
existential_there_subject_raising,0.455930359085963
expletive_it_object_raising,0.6525911708253359
inchoative,0.6424090338770388
intransitive,0.6798418972332015
irregular_past_participle_adjectives,0.54
irregular_past_participle_verbs,0.664
irregular_plural_subject_verb_agreement_1,0.5690690690690691
irregular_plural_subject_verb_agreement_2,0.668
left_branch_island_echo_question,0.636
left_branch_island_simple_question,0.285
npi_present_1,0.482
npi_present_2,0.547
only_npi_licensor_present,0.925
only_npi_scope,0.497
passive_1,0.4738598442714127
passive_2,0.41261061946902655
principle_A_c_command,0.588
principle_A_case_1,0.955
principle_A_case_2,0.5889447236180905
principle_A_domain_1,0.824
principle_A_domain_2,0.615
principle_A_domain_3,0.499
principle_A_reconstruction,0.2733668341708543
regular_plural_subject_verb_agreement_1,0.6059379217273954
regular_plural_subject_verb_agreement_2,0.639
sentential_negation_npi_licensor_present,0.821
sentential_negation_npi_scope,0.087
sentential_subject_island,0.684
tough_vs_raising_1,0.6770255271920089
tough_vs_raising_2,0.4139908256880734
transitive,0.48760330578512395
wh_island,0.423
wh_questions_object_gap,0.5546218487394958
wh_questions_subject_gap,0.7024793388429752
wh_questions_subject_gap_long_distance,0.784
wh_vs_that_no_gap,0.7372262773722628
wh_vs_that_no_gap_long_distance,0.766
wh_vs_that_with_gap,0.358695652173913
wh_vs_that_with_gap_long_distance,0.268
