,epoch-10
adjunct_island,0.612
anaphor_gender_agreement,0.546
anaphor_number_agreement,0.624
animate_subject_passive,0.406
animate_subject_trans,0.5725490196078431
causative,0.6725206611570248
complex_NP_island,0.554
coordinate_structure_constraint_complex_left_branch,0.136
coordinate_structure_constraint_object_extraction,0.4807692307692308
determiner_noun_agreement_1,0.495
determiner_noun_agreement_irregular_1,0.483
determiner_noun_agreement_with_adj_irregular_1,0.505
determiner_noun_agreement_with_adjective_1,0.526
distractor_agreement_relational_noun,0.4106280193236715
distractor_agreement_relative_clause,0.41763005780346824
drop_argument,0.6216216216216216
ellipsis_n_bar_1,0.522
ellipsis_n_bar_2,0.8430173292558614
existential_there_object_raising,0.6838311019567456
existential_there_quantifiers_1,0.6795580110497238
existential_there_quantifiers_2,0.043
existential_there_subject_raising,0.43416757344940154
expletive_it_object_raising,0.6717850287907869
inchoative,0.7628607277289837
intransitive,0.7470355731225297
irregular_past_participle_adjectives,0.721
irregular_past_participle_verbs,0.8
irregular_plural_subject_verb_agreement_1,0.5645645645645646
irregular_plural_subject_verb_agreement_2,0.619
left_branch_island_echo_question,0.53
left_branch_island_simple_question,0.31
npi_present_1,0.84
npi_present_2,0.799
only_npi_licensor_present,0.968
only_npi_scope,0.662
passive_1,0.271412680756396
passive_2,0.3396017699115044
principle_A_c_command,0.622
principle_A_case_1,0.996
principle_A_case_2,0.6562814070351759
principle_A_domain_1,0.875
principle_A_domain_2,0.542
principle_A_domain_3,0.502
principle_A_reconstruction,0.2050251256281407
regular_plural_subject_verb_agreement_1,0.6855600539811066
regular_plural_subject_verb_agreement_2,0.553
sentential_negation_npi_licensor_present,0.828
sentential_negation_npi_scope,0.572
sentential_subject_island,0.439
tough_vs_raising_1,0.5427302996670367
tough_vs_raising_2,0.4380733944954128
transitive,0.4931129476584022
wh_island,0.296
wh_questions_object_gap,0.5294117647058824
wh_questions_subject_gap,0.768595041322314
wh_questions_subject_gap_long_distance,0.931
wh_vs_that_no_gap,0.8102189781021898
wh_vs_that_no_gap_long_distance,0.864
wh_vs_that_with_gap,0.1956521739130435
wh_vs_that_with_gap_long_distance,0.21
