,epoch-8
adjunct_island,0.513
anaphor_gender_agreement,0.615
anaphor_number_agreement,0.574
animate_subject_passive,0.527
animate_subject_trans,0.403921568627451
causative,0.45867768595041325
complex_NP_island,0.478
coordinate_structure_constraint_complex_left_branch,0.476
coordinate_structure_constraint_object_extraction,0.5448717948717948
determiner_noun_agreement_1,0.611
determiner_noun_agreement_irregular_1,0.638
determiner_noun_agreement_with_adj_irregular_1,0.629
determiner_noun_agreement_with_adjective_1,0.568
distractor_agreement_relational_noun,0.5748792270531401
distractor_agreement_relative_clause,0.48121387283236994
drop_argument,0.44471744471744473
ellipsis_n_bar_1,0.429
ellipsis_n_bar_2,0.855249745158002
existential_there_object_raising,0.5211122554067971
existential_there_quantifiers_1,1.0
existential_there_quantifiers_2,0.686
existential_there_subject_raising,0.675734494015234
expletive_it_object_raising,0.5738963531669866
inchoative,0.41405269761606023
intransitive,0.32806324110671936
irregular_past_participle_adjectives,0.105
irregular_past_participle_verbs,0.837
irregular_plural_subject_verb_agreement_1,0.6066066066066066
irregular_plural_subject_verb_agreement_2,0.674
left_branch_island_echo_question,0.286
left_branch_island_simple_question,0.468
npi_present_1,0.911
npi_present_2,0.971
only_npi_licensor_present,1.0
only_npi_scope,0.122
passive_1,0.5761957730812013
passive_2,0.5995575221238938
principle_A_c_command,0.294
principle_A_case_1,0.972
principle_A_case_2,0.22613065326633167
principle_A_domain_1,0.995
principle_A_domain_2,0.58
principle_A_domain_3,0.491
principle_A_reconstruction,0.4040201005025126
regular_plural_subject_verb_agreement_1,0.659919028340081
regular_plural_subject_verb_agreement_2,0.575
sentential_negation_npi_licensor_present,0.112
sentential_negation_npi_scope,0.41
sentential_subject_island,0.734
tough_vs_raising_1,0.40066592674805773
tough_vs_raising_2,0.6135321100917431
transitive,0.5385674931129476
wh_island,0.318
wh_questions_object_gap,0.5042016806722689
wh_questions_subject_gap,0.743801652892562
wh_questions_subject_gap_long_distance,0.78
wh_vs_that_no_gap,0.583941605839416
wh_vs_that_no_gap_long_distance,0.847
wh_vs_that_with_gap,0.31521739130434784
wh_vs_that_with_gap_long_distance,0.172
