,epoch-10
adjunct_island,0.41
anaphor_gender_agreement,0.592
anaphor_number_agreement,0.777
animate_subject_passive,0.461
animate_subject_trans,0.6901960784313725
causative,0.6425619834710744
complex_NP_island,0.454
coordinate_structure_constraint_complex_left_branch,0.049
coordinate_structure_constraint_object_extraction,0.8269230769230769
determiner_noun_agreement_1,0.498
determiner_noun_agreement_irregular_1,0.484
determiner_noun_agreement_with_adj_irregular_1,0.511
determiner_noun_agreement_with_adjective_1,0.478
distractor_agreement_relational_noun,0.4170692431561997
distractor_agreement_relative_clause,0.38583815028901736
drop_argument,0.6216216216216216
ellipsis_n_bar_1,0.571
ellipsis_n_bar_2,0.7747196738022426
existential_there_object_raising,0.741503604531411
existential_there_quantifiers_1,0.40331491712707185
existential_there_quantifiers_2,0.102
existential_there_subject_raising,0.45266594124047876
expletive_it_object_raising,0.6621880998080614
inchoative,0.6951066499372648
intransitive,0.7094861660079052
irregular_past_participle_adjectives,0.639
irregular_past_participle_verbs,0.755
irregular_plural_subject_verb_agreement_1,0.5345345345345346
irregular_plural_subject_verb_agreement_2,0.546
left_branch_island_echo_question,0.714
left_branch_island_simple_question,0.137
npi_present_1,0.516
npi_present_2,0.411
only_npi_licensor_present,0.997
only_npi_scope,0.579
passive_1,0.3704115684093437
passive_2,0.3926991150442478
principle_A_c_command,0.428
principle_A_case_1,0.999
principle_A_case_2,0.6341708542713568
principle_A_domain_1,0.975
principle_A_domain_2,0.61
principle_A_domain_3,0.523
principle_A_reconstruction,0.19195979899497487
regular_plural_subject_verb_agreement_1,0.6828609986504723
regular_plural_subject_verb_agreement_2,0.499
sentential_negation_npi_licensor_present,0.916
sentential_negation_npi_scope,0.511
sentential_subject_island,0.512
tough_vs_raising_1,0.4983351831298557
tough_vs_raising_2,0.5263761467889908
transitive,0.5523415977961432
wh_island,0.753
wh_questions_object_gap,0.5630252100840336
wh_questions_subject_gap,0.8264462809917356
wh_questions_subject_gap_long_distance,0.957
wh_vs_that_no_gap,0.8686131386861314
wh_vs_that_no_gap_long_distance,0.903
wh_vs_that_with_gap,0.20652173913043478
wh_vs_that_with_gap_long_distance,0.214
