,epoch-3
adjunct_island,0.588
anaphor_gender_agreement,0.694
anaphor_number_agreement,0.912
animate_subject_passive,0.666
animate_subject_trans,0.7294117647058823
causative,0.7210743801652892
complex_NP_island,0.415
coordinate_structure_constraint_complex_left_branch,0.417
coordinate_structure_constraint_object_extraction,0.5256410256410257
determiner_noun_agreement_1,0.957
determiner_noun_agreement_irregular_1,0.846
determiner_noun_agreement_with_adj_irregular_1,0.785
determiner_noun_agreement_with_adjective_1,0.913
distractor_agreement_relational_noun,0.6264090177133655
distractor_agreement_relative_clause,0.3916184971098266
drop_argument,0.6314496314496314
ellipsis_n_bar_1,0.622
ellipsis_n_bar_2,0.7573904179408767
existential_there_object_raising,0.6992790937178167
existential_there_quantifiers_1,0.8121546961325967
existential_there_quantifiers_2,0.779
existential_there_subject_raising,0.4352557127312296
expletive_it_object_raising,0.6621880998080614
inchoative,0.6511919698870765
intransitive,0.7371541501976284
irregular_past_participle_adjectives,0.702
irregular_past_participle_verbs,0.733
irregular_plural_subject_verb_agreement_1,0.6891891891891891
irregular_plural_subject_verb_agreement_2,0.683
left_branch_island_echo_question,0.58
left_branch_island_simple_question,0.4
npi_present_1,0.511
npi_present_2,0.553
only_npi_licensor_present,0.908
only_npi_scope,0.488
passive_1,0.6562847608453838
passive_2,0.6227876106194691
principle_A_c_command,0.398
principle_A_case_1,0.997
principle_A_case_2,0.8763819095477386
principle_A_domain_1,0.984
principle_A_domain_2,0.866
principle_A_domain_3,0.557
principle_A_reconstruction,0.12462311557788945
regular_plural_subject_verb_agreement_1,0.7692307692307693
regular_plural_subject_verb_agreement_2,0.699
sentential_negation_npi_licensor_present,0.995
sentential_negation_npi_scope,0.185
sentential_subject_island,0.317
tough_vs_raising_1,0.42730299667036625
tough_vs_raising_2,0.6605504587155964
transitive,0.6033057851239669
wh_island,0.338
wh_questions_object_gap,0.5630252100840336
wh_questions_subject_gap,0.9586776859504132
wh_questions_subject_gap_long_distance,0.936
wh_vs_that_no_gap,0.9562043795620438
wh_vs_that_no_gap_long_distance,0.981
wh_vs_that_with_gap,0.06521739130434782
wh_vs_that_with_gap_long_distance,0.029
