,epoch-4
adjunct_island,0.679
anaphor_gender_agreement,0.91
anaphor_number_agreement,0.949
animate_subject_passive,0.503
animate_subject_trans,0.788235294117647
causative,0.6022727272727273
complex_NP_island,0.449
coordinate_structure_constraint_complex_left_branch,0.626
coordinate_structure_constraint_object_extraction,0.4551282051282051
determiner_noun_agreement_1,0.505
determiner_noun_agreement_irregular_1,0.465
determiner_noun_agreement_with_adj_irregular_1,0.512
determiner_noun_agreement_with_adjective_1,0.505
distractor_agreement_relational_noun,0.4895330112721417
distractor_agreement_relative_clause,0.3901734104046243
drop_argument,0.6461916461916462
ellipsis_n_bar_1,0.606
ellipsis_n_bar_2,0.7869520897043832
existential_there_object_raising,0.6683831101956745
existential_there_quantifiers_1,1.0
existential_there_quantifiers_2,0.308
existential_there_subject_raising,0.70620239390642
expletive_it_object_raising,0.6852207293666027
inchoative,0.6624843161856964
intransitive,0.6818181818181818
irregular_past_participle_adjectives,0.759
irregular_past_participle_verbs,0.868
irregular_plural_subject_verb_agreement_1,0.5645645645645646
irregular_plural_subject_verb_agreement_2,0.645
left_branch_island_echo_question,0.845
left_branch_island_simple_question,0.556
npi_present_1,0.43
npi_present_2,0.441
only_npi_licensor_present,0.894
only_npi_scope,0.54
passive_1,0.3615127919911012
passive_2,0.42035398230088494
principle_A_c_command,0.396
principle_A_case_1,1.0
principle_A_case_2,0.6371859296482412
principle_A_domain_1,0.993
principle_A_domain_2,0.684
principle_A_domain_3,0.603
principle_A_reconstruction,0.12160804020100502
regular_plural_subject_verb_agreement_1,0.7746288798920378
regular_plural_subject_verb_agreement_2,0.529
sentential_negation_npi_licensor_present,0.979
sentential_negation_npi_scope,0.341
sentential_subject_island,0.2
tough_vs_raising_1,0.5105438401775805
tough_vs_raising_2,0.5034403669724771
transitive,0.512396694214876
wh_island,0.404
wh_questions_object_gap,0.33613445378151263
wh_questions_subject_gap,0.7603305785123967
wh_questions_subject_gap_long_distance,0.778
wh_vs_that_no_gap,0.5912408759124088
wh_vs_that_no_gap_long_distance,0.661
wh_vs_that_with_gap,0.45652173913043476
wh_vs_that_with_gap_long_distance,0.365
