,epoch-8
adjunct_island,0.686
anaphor_gender_agreement,0.569
anaphor_number_agreement,0.814
animate_subject_passive,0.532
animate_subject_trans,0.7176470588235294
causative,0.6601239669421488
complex_NP_island,0.45
coordinate_structure_constraint_complex_left_branch,0.377
coordinate_structure_constraint_object_extraction,0.34615384615384615
determiner_noun_agreement_1,0.485
determiner_noun_agreement_irregular_1,0.483
determiner_noun_agreement_with_adj_irregular_1,0.535
determiner_noun_agreement_with_adjective_1,0.498
distractor_agreement_relational_noun,0.4444444444444444
distractor_agreement_relative_clause,0.39739884393063585
drop_argument,0.5798525798525799
ellipsis_n_bar_1,0.62
ellipsis_n_bar_2,0.8053007135575942
existential_there_object_raising,0.6776519052523172
existential_there_quantifiers_1,0.8784530386740331
existential_there_quantifiers_2,0.037
existential_there_subject_raising,0.5712731229597389
expletive_it_object_raising,0.6852207293666027
inchoative,0.7114178168130489
intransitive,0.7075098814229249
irregular_past_participle_adjectives,0.441
irregular_past_participle_verbs,0.776
irregular_plural_subject_verb_agreement_1,0.5705705705705706
irregular_plural_subject_verb_agreement_2,0.604
left_branch_island_echo_question,0.493
left_branch_island_simple_question,0.369
npi_present_1,0.474
npi_present_2,0.511
only_npi_licensor_present,0.687
only_npi_scope,0.453
passive_1,0.40155728587319245
passive_2,0.3993362831858407
principle_A_c_command,0.399
principle_A_case_1,0.997
principle_A_case_2,0.7226130653266332
principle_A_domain_1,0.987
principle_A_domain_2,0.808
principle_A_domain_3,0.544
principle_A_reconstruction,0.1457286432160804
regular_plural_subject_verb_agreement_1,0.728744939271255
regular_plural_subject_verb_agreement_2,0.567
sentential_negation_npi_licensor_present,0.937
sentential_negation_npi_scope,0.27
sentential_subject_island,0.329
tough_vs_raising_1,0.47058823529411764
tough_vs_raising_2,0.5745412844036697
transitive,0.5013774104683195
wh_island,0.401
wh_questions_object_gap,0.37815126050420167
wh_questions_subject_gap,0.768595041322314
wh_questions_subject_gap_long_distance,0.771
wh_vs_that_no_gap,0.6788321167883211
wh_vs_that_no_gap_long_distance,0.737
wh_vs_that_with_gap,0.532608695652174
wh_vs_that_with_gap_long_distance,0.31
