,epoch-10
animate_subject_passive,0.455
animate_subject_trans,0.6705882352941176
causative,0.7138429752066116
complex_NP_island,0.528
coordinate_structure_constraint_complex_left_branch,0.609
coordinate_structure_constraint_object_extraction,0.3076923076923077
determiner_noun_agreement_1,0.493
determiner_noun_agreement_with_adj_irregular_1,0.448
tough_vs_raising_1,0.607103218645949
distractor_agreement_relational_noun,0.4428341384863124
distractor_agreement_relative_clause,0.4031791907514451
drop_argument,0.6142506142506142
ellipsis_n_bar_1,0.689
ellipsis_n_bar_2,0.7859327217125383
existential_there_object_raising,0.5942327497425335
existential_there_quantifiers_1,0.6740331491712708
existential_there_quantifiers_2,0.8
existential_there_subject_raising,0.5723612622415669
expletive_it_object_raising,0.690978886756238
inchoative,0.6913425345043914
intransitive,0.7154150197628458
irregular_past_participle_adjectives,0.86
irregular_past_participle_verbs,0.714
irregular_plural_subject_verb_agreement_1,0.5465465465465466
irregular_plural_subject_verb_agreement_2,0.613
left_branch_island_echo_question,0.597
left_branch_island_simple_question,0.446
npi_present_1,0.428
npi_present_2,0.448
only_npi_licensor_present,0.458
only_npi_scope,0.172
passive_1,0.5161290322580645
passive_2,0.33517699115044247
principle_A_c_command,0.298
principle_A_case_1,0.871
principle_A_case_2,0.6763819095477387
principle_A_domain_1,0.974
principle_A_domain_2,0.838
principle_A_domain_3,0.543
principle_A_reconstruction,0.18693467336683417
regular_plural_subject_verb_agreement_1,0.728744939271255
regular_plural_subject_verb_agreement_2,0.566
sentential_negation_npi_licensor_present,0.767
sentential_negation_npi_scope,0.69
sentential_subject_island,0.332
tough_vs_raising_2,0.45298165137614677
transitive,0.5261707988980716
wh_island,0.316
wh_questions_object_gap,0.17647058823529413
wh_questions_subject_gap,0.2975206611570248
wh_questions_subject_gap_long_distance,0.205
wh_vs_that_no_gap,0.15328467153284672
wh_vs_that_no_gap_long_distance,0.135
wh_vs_that_with_gap,0.782608695652174
wh_vs_that_with_gap_long_distance,0.878
adjunct_island,0.666
anaphor_gender_agreement,0.636
anaphor_number_agreement,0.847
determiner_noun_agreement_irregular_1,0.476
determiner_noun_agreement_with_adjective_1,0.497
