,epoch-10
animate_subject_passive,0.477
animate_subject_trans,0.7176470588235294
causative,0.7066115702479339
complex_NP_island,0.516
coordinate_structure_constraint_complex_left_branch,0.539
coordinate_structure_constraint_object_extraction,0.3717948717948718
determiner_noun_agreement_1,0.496
determiner_noun_agreement_with_adj_irregular_1,0.449
tough_vs_raising_1,0.5837957824639289
distractor_agreement_relational_noun,0.4782608695652174
distractor_agreement_relative_clause,0.4060693641618497
drop_argument,0.628992628992629
ellipsis_n_bar_1,0.562
ellipsis_n_bar_2,0.7492354740061162
existential_there_object_raising,0.5993820803295572
existential_there_quantifiers_1,0.7900552486187845
existential_there_quantifiers_2,0.655
existential_there_subject_raising,0.5048966267682263
expletive_it_object_raising,0.6871401151631478
inchoative,0.6900878293601004
intransitive,0.7905138339920948
irregular_past_participle_adjectives,0.664
irregular_past_participle_verbs,0.676
irregular_plural_subject_verb_agreement_1,0.536036036036036
irregular_plural_subject_verb_agreement_2,0.556
left_branch_island_echo_question,0.649
left_branch_island_simple_question,0.343
npi_present_1,0.549
npi_present_2,0.593
only_npi_licensor_present,0.819
only_npi_scope,0.311
passive_1,0.5216907675194661
passive_2,0.32079646017699115
principle_A_c_command,0.302
principle_A_case_1,0.879
principle_A_case_2,0.7969849246231155
principle_A_domain_1,0.958
principle_A_domain_2,0.832
principle_A_domain_3,0.558
principle_A_reconstruction,0.2733668341708543
regular_plural_subject_verb_agreement_1,0.7031039136302294
regular_plural_subject_verb_agreement_2,0.564
sentential_negation_npi_licensor_present,0.93
sentential_negation_npi_scope,0.407
sentential_subject_island,0.387
tough_vs_raising_2,0.45756880733944955
transitive,0.5702479338842975
wh_island,0.361
wh_questions_object_gap,0.21008403361344538
wh_questions_subject_gap,0.23140495867768596
wh_questions_subject_gap_long_distance,0.191
wh_vs_that_no_gap,0.12408759124087591
wh_vs_that_no_gap_long_distance,0.14
wh_vs_that_with_gap,0.9130434782608695
wh_vs_that_with_gap_long_distance,0.84
adjunct_island,0.697
anaphor_gender_agreement,0.643
anaphor_number_agreement,0.868
determiner_noun_agreement_irregular_1,0.482
determiner_noun_agreement_with_adjective_1,0.498
