,epoch-10
animate_subject_passive,0.474
animate_subject_trans,0.5098039215686274
causative,0.4452479338842975
complex_NP_island,0.38
coordinate_structure_constraint_complex_left_branch,0.556
coordinate_structure_constraint_object_extraction,0.5641025641025641
determiner_noun_agreement_1,0.506
determiner_noun_agreement_with_adj_irregular_1,0.514
tough_vs_raising_1,0.7613762486126526
distractor_agreement_relational_noun,0.5104669887278583
distractor_agreement_relative_clause,0.47109826589595377
drop_argument,0.5405405405405406
ellipsis_n_bar_1,0.495
ellipsis_n_bar_2,0.4475025484199796
existential_there_object_raising,0.5581874356333677
existential_there_quantifiers_1,0.712707182320442
existential_there_quantifiers_2,0.822
existential_there_subject_raising,0.45701849836779107
expletive_it_object_raising,0.5566218809980806
inchoative,0.3877038895859473
intransitive,0.4051383399209486
irregular_past_participle_adjectives,0.23
irregular_past_participle_verbs,0.536
irregular_plural_subject_verb_agreement_1,0.481981981981982
irregular_plural_subject_verb_agreement_2,0.53
left_branch_island_echo_question,0.246
left_branch_island_simple_question,0.564
npi_present_1,0.329
npi_present_2,0.421
only_npi_licensor_present,0.408
only_npi_scope,0.239
passive_1,0.5305895439377085
passive_2,0.6371681415929203
principle_A_c_command,0.505
principle_A_case_1,0.875
principle_A_case_2,0.45226130653266333
principle_A_domain_1,0.752
principle_A_domain_2,0.429
principle_A_domain_3,0.483
principle_A_reconstruction,0.5025125628140703
regular_plural_subject_verb_agreement_1,0.6072874493927125
regular_plural_subject_verb_agreement_2,0.525
sentential_negation_npi_licensor_present,0.872
sentential_negation_npi_scope,0.715
sentential_subject_island,0.508
tough_vs_raising_2,0.23394495412844038
transitive,0.6074380165289256
wh_island,0.518
wh_questions_object_gap,0.7815126050420168
wh_questions_subject_gap,0.7851239669421488
wh_questions_subject_gap_long_distance,0.784
wh_vs_that_no_gap,0.8686131386861314
wh_vs_that_no_gap_long_distance,0.756
wh_vs_that_with_gap,0.25
wh_vs_that_with_gap_long_distance,0.197
adjunct_island,0.528
anaphor_gender_agreement,0.657
anaphor_number_agreement,0.586
determiner_noun_agreement_irregular_1,0.53
determiner_noun_agreement_with_adjective_1,0.503
