,epoch-4
animate_subject_passive,0.44
animate_subject_trans,0.7176470588235294
causative,0.6942148760330579
complex_NP_island,0.55
coordinate_structure_constraint_complex_left_branch,0.519
coordinate_structure_constraint_object_extraction,0.28846153846153844
determiner_noun_agreement_1,0.514
determiner_noun_agreement_with_adj_irregular_1,0.48
tough_vs_raising_1,0.634850166481687
distractor_agreement_relational_noun,0.41867954911433175
distractor_agreement_relative_clause,0.3800578034682081
drop_argument,0.5872235872235873
ellipsis_n_bar_1,0.686
ellipsis_n_bar_2,0.7400611620795107
existential_there_object_raising,0.6611740473738414
existential_there_quantifiers_1,0.8287292817679558
existential_there_quantifiers_2,0.751
existential_there_subject_raising,0.5690968443960827
expletive_it_object_raising,0.7216890595009597
inchoative,0.6976160602258469
intransitive,0.758893280632411
irregular_past_participle_adjectives,0.358
irregular_past_participle_verbs,0.751
irregular_plural_subject_verb_agreement_1,0.5735735735735735
irregular_plural_subject_verb_agreement_2,0.617
left_branch_island_echo_question,0.595
left_branch_island_simple_question,0.334
npi_present_1,0.429
npi_present_2,0.388
only_npi_licensor_present,0.675
only_npi_scope,0.239
passive_1,0.5550611790878754
passive_2,0.36283185840707965
principle_A_c_command,0.29
principle_A_case_1,0.884
principle_A_case_2,0.8060301507537688
principle_A_domain_1,0.986
principle_A_domain_2,0.814
principle_A_domain_3,0.534
principle_A_reconstruction,0.1185929648241206
regular_plural_subject_verb_agreement_1,0.699055330634278
regular_plural_subject_verb_agreement_2,0.549
sentential_negation_npi_licensor_present,0.831
sentential_negation_npi_scope,0.386
sentential_subject_island,0.318
tough_vs_raising_2,0.44495412844036697
transitive,0.5537190082644629
wh_island,0.436
wh_questions_object_gap,0.19327731092436976
wh_questions_subject_gap,0.2231404958677686
wh_questions_subject_gap_long_distance,0.133
wh_vs_that_no_gap,0.145985401459854
wh_vs_that_no_gap_long_distance,0.087
wh_vs_that_with_gap,0.8586956521739131
wh_vs_that_with_gap_long_distance,0.884
adjunct_island,0.696
anaphor_gender_agreement,0.614
anaphor_number_agreement,0.845
determiner_noun_agreement_irregular_1,0.501
determiner_noun_agreement_with_adjective_1,0.498
