,epoch-3
adjunct_island,0.723
anaphor_gender_agreement,0.545
anaphor_number_agreement,0.769
animate_subject_passive,0.539
animate_subject_trans,0.7372549019607844
causative,0.628099173553719
complex_NP_island,0.471
coordinate_structure_constraint_complex_left_branch,0.252
coordinate_structure_constraint_object_extraction,0.36538461538461536
determiner_noun_agreement_1,0.509
determiner_noun_agreement_irregular_1,0.47
determiner_noun_agreement_with_adj_irregular_1,0.543
determiner_noun_agreement_with_adjective_1,0.507
distractor_agreement_relational_noun,0.44122383252818037
distractor_agreement_relative_clause,0.407514450867052
drop_argument,0.601965601965602
ellipsis_n_bar_1,0.541
ellipsis_n_bar_2,0.7798165137614679
existential_there_object_raising,0.6601441812564367
existential_there_quantifiers_1,0.7845303867403315
existential_there_quantifiers_2,0.015
existential_there_subject_raising,0.5843307943416758
expletive_it_object_raising,0.6794625719769674
inchoative,0.6750313676286073
intransitive,0.7252964426877471
irregular_past_participle_adjectives,0.379
irregular_past_participle_verbs,0.835
irregular_plural_subject_verb_agreement_1,0.56006006006006
irregular_plural_subject_verb_agreement_2,0.578
left_branch_island_echo_question,0.417
left_branch_island_simple_question,0.177
npi_present_1,0.373
npi_present_2,0.419
only_npi_licensor_present,0.584
only_npi_scope,0.393
passive_1,0.38487208008898777
passive_2,0.39491150442477874
principle_A_c_command,0.376
principle_A_case_1,0.996
principle_A_case_2,0.6552763819095477
principle_A_domain_1,0.991
principle_A_domain_2,0.809
principle_A_domain_3,0.54
principle_A_reconstruction,0.12462311557788945
regular_plural_subject_verb_agreement_1,0.7219973009446694
regular_plural_subject_verb_agreement_2,0.549
sentential_negation_npi_licensor_present,0.982
sentential_negation_npi_scope,0.343
sentential_subject_island,0.268
tough_vs_raising_1,0.4938956714761376
tough_vs_raising_2,0.518348623853211
transitive,0.46005509641873277
wh_island,0.575
wh_questions_object_gap,0.35294117647058826
wh_questions_subject_gap,0.8347107438016529
wh_questions_subject_gap_long_distance,0.785
wh_vs_that_no_gap,0.6496350364963503
wh_vs_that_no_gap_long_distance,0.777
wh_vs_that_with_gap,0.31521739130434784
wh_vs_that_with_gap_long_distance,0.238
