,epoch-10
animate_subject_passive,0.475
animate_subject_trans,0.7647058823529411
causative,0.6239669421487604
complex_NP_island,0.499
coordinate_structure_constraint_complex_left_branch,0.403
coordinate_structure_constraint_object_extraction,0.4551282051282051
determiner_noun_agreement_1,0.513
determiner_noun_agreement_with_adj_irregular_1,0.449
tough_vs_raising_1,0.5971143174250833
distractor_agreement_relational_noun,0.4524959742351047
distractor_agreement_relative_clause,0.407514450867052
drop_argument,0.5921375921375921
ellipsis_n_bar_1,0.597
ellipsis_n_bar_2,0.6850152905198776
existential_there_object_raising,0.5798146240988672
existential_there_quantifiers_1,0.7513812154696132
existential_there_quantifiers_2,0.446
existential_there_subject_raising,0.6039173014145811
expletive_it_object_raising,0.5988483685220729
inchoative,0.7239648682559598
intransitive,0.7608695652173914
irregular_past_participle_adjectives,0.535
irregular_past_participle_verbs,0.724
irregular_plural_subject_verb_agreement_1,0.5525525525525525
irregular_plural_subject_verb_agreement_2,0.582
left_branch_island_echo_question,0.516
left_branch_island_simple_question,0.399
npi_present_1,0.431
npi_present_2,0.495
only_npi_licensor_present,0.296
only_npi_scope,0.366
passive_1,0.41156840934371525
passive_2,0.4314159292035398
principle_A_c_command,0.424
principle_A_case_1,0.808
principle_A_case_2,0.6723618090452261
principle_A_domain_1,0.922
principle_A_domain_2,0.786
principle_A_domain_3,0.531
principle_A_reconstruction,0.3055276381909548
regular_plural_subject_verb_agreement_1,0.6977058029689609
regular_plural_subject_verb_agreement_2,0.565
sentential_negation_npi_licensor_present,0.744
sentential_negation_npi_scope,0.452
sentential_subject_island,0.344
tough_vs_raising_2,0.43463302752293576
transitive,0.48760330578512395
wh_island,0.464
wh_questions_object_gap,0.19327731092436976
wh_questions_subject_gap,0.2396694214876033
wh_questions_subject_gap_long_distance,0.291
wh_vs_that_no_gap,0.1386861313868613
wh_vs_that_no_gap_long_distance,0.147
wh_vs_that_with_gap,0.9130434782608695
wh_vs_that_with_gap_long_distance,0.826
adjunct_island,0.687
anaphor_gender_agreement,0.615
anaphor_number_agreement,0.816
determiner_noun_agreement_irregular_1,0.481
determiner_noun_agreement_with_adjective_1,0.506
