,epoch-10
adjunct_island,0.813
anaphor_gender_agreement,0.692
anaphor_number_agreement,0.862
animate_subject_passive,0.556
animate_subject_trans,0.796078431372549
causative,0.7417355371900827
complex_NP_island,0.56
coordinate_structure_constraint_complex_left_branch,0.398
coordinate_structure_constraint_object_extraction,0.7307692307692307
determiner_noun_agreement_1,0.514
determiner_noun_agreement_irregular_1,0.492
determiner_noun_agreement_with_adj_irregular_1,0.516
determiner_noun_agreement_with_adjective_1,0.496
distractor_agreement_relational_noun,0.5040257648953301
distractor_agreement_relative_clause,0.40173410404624277
drop_argument,0.5921375921375921
ellipsis_n_bar_1,0.728
ellipsis_n_bar_2,0.8603465851172273
existential_there_object_raising,0.678681771369722
existential_there_quantifiers_1,0.8729281767955801
existential_there_quantifiers_2,0.159
existential_there_subject_raising,0.4929270946681175
expletive_it_object_raising,0.690978886756238
inchoative,0.698870765370138
intransitive,0.7509881422924901
irregular_past_participle_adjectives,0.726
irregular_past_participle_verbs,0.86
irregular_plural_subject_verb_agreement_1,0.5795795795795796
irregular_plural_subject_verb_agreement_2,0.651
left_branch_island_echo_question,0.375
left_branch_island_simple_question,0.269
npi_present_1,0.536
npi_present_2,0.459
only_npi_licensor_present,0.924
only_npi_scope,0.468
passive_1,0.38264738598442716
passive_2,0.4756637168141593
principle_A_c_command,0.387
principle_A_case_1,1.0
principle_A_case_2,0.8914572864321608
principle_A_domain_1,0.99
principle_A_domain_2,0.822
principle_A_domain_3,0.519
principle_A_reconstruction,0.3316582914572864
regular_plural_subject_verb_agreement_1,0.747638326585695
regular_plural_subject_verb_agreement_2,0.578
sentential_negation_npi_licensor_present,0.999
sentential_negation_npi_scope,0.345
sentential_subject_island,0.306
tough_vs_raising_1,0.532741398446171
tough_vs_raising_2,0.6594036697247706
transitive,0.6198347107438017
wh_island,0.36
wh_questions_object_gap,0.773109243697479
wh_questions_subject_gap,0.8925619834710744
wh_questions_subject_gap_long_distance,0.936
wh_vs_that_no_gap,0.9562043795620438
wh_vs_that_no_gap_long_distance,0.98
wh_vs_that_with_gap,0.532608695652174
wh_vs_that_with_gap_long_distance,0.111
