,epoch-10
adjunct_island,0.79
anaphor_gender_agreement,0.654
anaphor_number_agreement,0.853
animate_subject_passive,0.526
animate_subject_trans,0.7803921568627451
causative,0.7303719008264463
complex_NP_island,0.549
coordinate_structure_constraint_complex_left_branch,0.382
coordinate_structure_constraint_object_extraction,0.7307692307692307
determiner_noun_agreement_1,0.509
determiner_noun_agreement_irregular_1,0.47
determiner_noun_agreement_with_adj_irregular_1,0.516
determiner_noun_agreement_with_adjective_1,0.499
distractor_agreement_relational_noun,0.46859903381642515
distractor_agreement_relative_clause,0.43641618497109824
drop_argument,0.6412776412776413
ellipsis_n_bar_1,0.702
ellipsis_n_bar_2,0.8348623853211009
existential_there_object_raising,0.6817713697219362
existential_there_quantifiers_1,0.856353591160221
existential_there_quantifiers_2,0.138
existential_there_subject_raising,0.5223068552774756
expletive_it_object_raising,0.7044145873320538
inchoative,0.7189460476787954
intransitive,0.7430830039525692
irregular_past_participle_adjectives,0.752
irregular_past_participle_verbs,0.856
irregular_plural_subject_verb_agreement_1,0.5705705705705706
irregular_plural_subject_verb_agreement_2,0.599
left_branch_island_echo_question,0.475
left_branch_island_simple_question,0.319
npi_present_1,0.481
npi_present_2,0.497
only_npi_licensor_present,0.905
only_npi_scope,0.585
passive_1,0.43047830923248054
passive_2,0.497787610619469
principle_A_c_command,0.445
principle_A_case_1,1.0
principle_A_case_2,0.8763819095477386
principle_A_domain_1,0.995
principle_A_domain_2,0.844
principle_A_domain_3,0.535
principle_A_reconstruction,0.27839195979899495
regular_plural_subject_verb_agreement_1,0.7530364372469636
regular_plural_subject_verb_agreement_2,0.569
sentential_negation_npi_licensor_present,0.991
sentential_negation_npi_scope,0.267
sentential_subject_island,0.351
tough_vs_raising_1,0.4916759156492786
tough_vs_raising_2,0.6513761467889908
transitive,0.6019283746556474
wh_island,0.301
wh_questions_object_gap,0.7142857142857143
wh_questions_subject_gap,0.8925619834710744
wh_questions_subject_gap_long_distance,0.934
wh_vs_that_no_gap,0.9635036496350365
wh_vs_that_no_gap_long_distance,0.992
wh_vs_that_with_gap,0.532608695652174
wh_vs_that_with_gap_long_distance,0.099
