,epoch-2
adjunct_island,0.595
anaphor_gender_agreement,0.711
anaphor_number_agreement,0.886
animate_subject_passive,0.706
animate_subject_trans,0.7568627450980392
causative,0.6983471074380165
complex_NP_island,0.441
coordinate_structure_constraint_complex_left_branch,0.361
coordinate_structure_constraint_object_extraction,0.5961538461538461
determiner_noun_agreement_1,0.921
determiner_noun_agreement_irregular_1,0.82
determiner_noun_agreement_with_adj_irregular_1,0.749
determiner_noun_agreement_with_adjective_1,0.901
distractor_agreement_relational_noun,0.5410628019323671
distractor_agreement_relative_clause,0.41040462427745666
drop_argument,0.6461916461916462
ellipsis_n_bar_1,0.638
ellipsis_n_bar_2,0.7176350662589195
existential_there_object_raising,0.7075180226570545
existential_there_quantifiers_1,0.8453038674033149
existential_there_quantifiers_2,0.829
existential_there_subject_raising,0.42219804134929273
expletive_it_object_raising,0.6986564299424184
inchoative,0.6210790464240903
intransitive,0.7450592885375494
irregular_past_participle_adjectives,0.42
irregular_past_participle_verbs,0.796
irregular_plural_subject_verb_agreement_1,0.6456456456456456
irregular_plural_subject_verb_agreement_2,0.606
left_branch_island_echo_question,0.706
left_branch_island_simple_question,0.345
npi_present_1,0.442
npi_present_2,0.433
only_npi_licensor_present,0.949
only_npi_scope,0.527
passive_1,0.6440489432703004
passive_2,0.5641592920353983
principle_A_c_command,0.421
principle_A_case_1,0.998
principle_A_case_2,0.8361809045226131
principle_A_domain_1,0.993
principle_A_domain_2,0.835
principle_A_domain_3,0.54
principle_A_reconstruction,0.07939698492462312
regular_plural_subject_verb_agreement_1,0.6288798920377868
regular_plural_subject_verb_agreement_2,0.693
sentential_negation_npi_licensor_present,0.967
sentential_negation_npi_scope,0.238
sentential_subject_island,0.333
tough_vs_raising_1,0.41287458379578246
tough_vs_raising_2,0.6410550458715596
transitive,0.5661157024793388
wh_island,0.579
wh_questions_object_gap,0.5546218487394958
wh_questions_subject_gap,0.9669421487603306
wh_questions_subject_gap_long_distance,0.929
wh_vs_that_no_gap,0.9343065693430657
wh_vs_that_no_gap_long_distance,0.979
wh_vs_that_with_gap,0.08695652173913043
wh_vs_that_with_gap_long_distance,0.04
