,epoch-10
adjunct_island,0.81
anaphor_gender_agreement,0.911
anaphor_number_agreement,0.952
animate_subject_passive,0.588
animate_subject_trans,0.8392156862745098
causative,0.6807851239669421
complex_NP_island,0.473
coordinate_structure_constraint_complex_left_branch,0.589
coordinate_structure_constraint_object_extraction,0.33974358974358976
determiner_noun_agreement_1,0.502
determiner_noun_agreement_irregular_1,0.475
determiner_noun_agreement_with_adj_irregular_1,0.533
determiner_noun_agreement_with_adjective_1,0.512
distractor_agreement_relational_noun,0.4943639291465378
distractor_agreement_relative_clause,0.40173410404624277
drop_argument,0.5872235872235873
ellipsis_n_bar_1,0.644
ellipsis_n_bar_2,0.7380224260958206
existential_there_object_raising,0.7445932028836252
existential_there_quantifiers_1,0.9392265193370166
existential_there_quantifiers_2,0.252
existential_there_subject_raising,0.6822633297062024
expletive_it_object_raising,0.690978886756238
inchoative,0.6687578419071518
intransitive,0.7312252964426877
irregular_past_participle_adjectives,0.862
irregular_past_participle_verbs,0.829
irregular_plural_subject_verb_agreement_1,0.5525525525525525
irregular_plural_subject_verb_agreement_2,0.608
left_branch_island_echo_question,0.596
left_branch_island_simple_question,0.406
npi_present_1,0.384
npi_present_2,0.426
only_npi_licensor_present,0.641
only_npi_scope,0.442
passive_1,0.4827586206896552
passive_2,0.5210176991150443
principle_A_c_command,0.385
principle_A_case_1,0.995
principle_A_case_2,0.7095477386934673
principle_A_domain_1,0.982
principle_A_domain_2,0.674
principle_A_domain_3,0.623
principle_A_reconstruction,0.2864321608040201
regular_plural_subject_verb_agreement_1,0.7881241565452092
regular_plural_subject_verb_agreement_2,0.562
sentential_negation_npi_licensor_present,0.991
sentential_negation_npi_scope,0.368
sentential_subject_island,0.275
tough_vs_raising_1,0.4827968923418424
tough_vs_raising_2,0.5665137614678899
transitive,0.5909090909090909
wh_island,0.441
wh_questions_object_gap,0.7226890756302521
wh_questions_subject_gap,0.9090909090909091
wh_questions_subject_gap_long_distance,0.917
wh_vs_that_no_gap,0.9708029197080292
wh_vs_that_no_gap_long_distance,0.988
wh_vs_that_with_gap,0.08695652173913043
wh_vs_that_with_gap_long_distance,0.046
