,epoch-10
animate_subject_passive,0.474
animate_subject_trans,0.4196078431372549
causative,0.4669421487603306
complex_NP_island,0.564
coordinate_structure_constraint_complex_left_branch,0.407
coordinate_structure_constraint_object_extraction,0.5576923076923077
determiner_noun_agreement_1,0.482
determiner_noun_agreement_with_adj_irregular_1,0.529
tough_vs_raising_1,0.35294117647058826
distractor_agreement_relational_noun,0.46859903381642515
distractor_agreement_relative_clause,0.4913294797687861
drop_argument,0.4250614250614251
ellipsis_n_bar_1,0.431
ellipsis_n_bar_2,0.6523955147808359
existential_there_object_raising,0.4624098867147271
existential_there_subject_raising,0.5875952121871599
expletive_it_object_raising,0.42994241842610365
inchoative,0.4341279799247177
intransitive,0.36561264822134387
irregular_past_participle_adjectives,0.272
irregular_past_participle_verbs,0.708
irregular_plural_subject_verb_agreement_1,0.5330330330330331
irregular_plural_subject_verb_agreement_2,0.513
left_branch_island_echo_question,0.287
left_branch_island_simple_question,0.431
npi_present_1,0.664
npi_present_2,0.748
only_npi_licensor_present,0.875
only_npi_scope,0.689
passive_1,0.4905450500556173
passive_2,0.5132743362831859
principle_A_c_command,0.379
principle_A_case_1,0.795
principle_A_case_2,0.32663316582914576
principle_A_domain_1,0.703
principle_A_domain_2,0.588
principle_A_domain_3,0.505
principle_A_reconstruction,0.4120603015075377
regular_plural_subject_verb_agreement_1,0.5006747638326585
regular_plural_subject_verb_agreement_2,0.5
sentential_negation_npi_licensor_present,0.667
sentential_negation_npi_scope,0.262
sentential_subject_island,0.464
tough_vs_raising_2,0.6811926605504587
transitive,0.4820936639118457
wh_island,0.245
wh_questions_object_gap,0.44537815126050423
wh_questions_subject_gap,0.6198347107438017
wh_questions_subject_gap_long_distance,0.585
wh_vs_that_no_gap,0.5328467153284672
wh_vs_that_no_gap_long_distance,0.586
wh_vs_that_with_gap,0.43478260869565216
wh_vs_that_with_gap_long_distance,0.415
adjunct_island,0.521
anaphor_gender_agreement,0.337
anaphor_number_agreement,0.505
determiner_noun_agreement_irregular_1,0.536
determiner_noun_agreement_with_adjective_1,0.477
