,epoch-10
adjunct_island,0.804
anaphor_gender_agreement,0.876
anaphor_number_agreement,0.87
animate_subject_passive,0.505
animate_subject_trans,0.7843137254901961
causative,0.6322314049586777
complex_NP_island,0.445
coordinate_structure_constraint_complex_left_branch,0.675
coordinate_structure_constraint_object_extraction,0.24358974358974358
determiner_noun_agreement_1,0.508
determiner_noun_agreement_irregular_1,0.47
determiner_noun_agreement_with_adj_irregular_1,0.464
determiner_noun_agreement_with_adjective_1,0.507
distractor_agreement_relational_noun,0.4927536231884058
distractor_agreement_relative_clause,0.45664739884393063
drop_argument,0.6093366093366094
ellipsis_n_bar_1,0.719
ellipsis_n_bar_2,0.7298674821610601
existential_there_object_raising,0.7229660144181257
existential_there_subject_raising,0.7257889009793254
expletive_it_object_raising,0.6967370441458733
inchoative,0.6700125470514429
intransitive,0.7391304347826086
irregular_past_participle_adjectives,0.74
irregular_past_participle_verbs,0.812
irregular_plural_subject_verb_agreement_1,0.545045045045045
irregular_plural_subject_verb_agreement_2,0.564
left_branch_island_echo_question,0.689
left_branch_island_simple_question,0.48
npi_present_1,0.437
npi_present_2,0.548
only_npi_licensor_present,0.63
only_npi_scope,0.589
passive_1,0.4660734149054505
passive_2,0.47013274336283184
principle_A_c_command,0.316
principle_A_case_1,0.968
principle_A_case_2,0.7618090452261307
principle_A_domain_1,0.981
principle_A_domain_2,0.704
principle_A_domain_3,0.611
principle_A_reconstruction,0.2914572864321608
regular_plural_subject_verb_agreement_1,0.7273954116059379
regular_plural_subject_verb_agreement_2,0.502
sentential_negation_npi_licensor_present,0.936
sentential_negation_npi_scope,0.362
sentential_subject_island,0.328
tough_vs_raising_1,0.4550499445061043
tough_vs_raising_2,0.5676605504587156
transitive,0.5840220385674931
wh_island,0.557
wh_questions_object_gap,0.6050420168067226
wh_questions_subject_gap,0.71900826446281
wh_questions_subject_gap_long_distance,0.78
wh_vs_that_no_gap,0.8102189781021898
wh_vs_that_no_gap_long_distance,0.885
wh_vs_that_with_gap,0.2717391304347826
wh_vs_that_with_gap_long_distance,0.2
