,epoch-10
adjunct_island,0.687
anaphor_gender_agreement,0.881
anaphor_number_agreement,0.922
animate_subject_passive,0.453
animate_subject_trans,0.792156862745098
causative,0.7407024793388429
complex_NP_island,0.577
coordinate_structure_constraint_complex_left_branch,0.411
coordinate_structure_constraint_object_extraction,0.5192307692307693
determiner_noun_agreement_1,0.701
determiner_noun_agreement_irregular_1,0.671
determiner_noun_agreement_with_adj_irregular_1,0.45
determiner_noun_agreement_with_adjective_1,0.51
distractor_agreement_relational_noun,0.4895330112721417
distractor_agreement_relative_clause,0.41184971098265893
drop_argument,0.6068796068796068
ellipsis_n_bar_1,0.745
ellipsis_n_bar_2,0.780835881753313
existential_there_object_raising,0.6920700308959835
existential_there_subject_raising,0.6996735582154516
expletive_it_object_raising,0.72552783109405
inchoative,0.7076537013801757
intransitive,0.758893280632411
irregular_past_participle_adjectives,0.825
irregular_past_participle_verbs,0.854
irregular_plural_subject_verb_agreement_1,0.5825825825825826
irregular_plural_subject_verb_agreement_2,0.709
left_branch_island_echo_question,0.64
left_branch_island_simple_question,0.44
npi_present_1,0.325
npi_present_2,0.516
only_npi_licensor_present,0.69
only_npi_scope,0.628
passive_1,0.6140155728587319
passive_2,0.47123893805309736
principle_A_c_command,0.349
principle_A_case_1,1.0
principle_A_case_2,0.8291457286432161
principle_A_domain_1,0.98
principle_A_domain_2,0.707
principle_A_domain_3,0.591
principle_A_reconstruction,0.26532663316582916
regular_plural_subject_verb_agreement_1,0.7692307692307693
regular_plural_subject_verb_agreement_2,0.622
sentential_negation_npi_licensor_present,0.952
sentential_negation_npi_scope,0.299
sentential_subject_island,0.333
tough_vs_raising_1,0.4284128745837958
tough_vs_raising_2,0.6089449541284404
transitive,0.6363636363636364
wh_island,0.588
wh_questions_object_gap,0.31092436974789917
wh_questions_subject_gap,0.71900826446281
wh_questions_subject_gap_long_distance,0.663
wh_vs_that_no_gap,0.5474452554744526
wh_vs_that_no_gap_long_distance,0.813
wh_vs_that_with_gap,0.6739130434782609
wh_vs_that_with_gap_long_distance,0.324
